jobid,stem,rows,final_iter,final_rt,final_error,final_rel_l1err_archived
512267,SOCMartNet_HJBLQ_b1.0_delta0.1_delc0.3_d2000_te1.0_t2b128_g4_d2000,6001,6000.0,1354.1265,0.12843993,
512308,SOCMartNet_HJBLQ_b1.0_delta0.1_delc0.3_d2000_te1.0_t2b128_g8_d2000,6001,6000.0,773.817,0.123736724,
513220,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d100_te1.0_t1e2_w256_d100_s0,3201,3200.0,71.93558,0.0010656461,
513221,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d300_te1.0_t1e2_w256_d300_s0,3301,3300.0,89.12177,4.1933738e-05,
513222,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d500_te1.0_t1e2_w256_d500_s0,4601,4600.0,129.85011,0.001873857,
513223,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d800_te1.0_t1e2_w256_d800_s0,4801,4800.0,156.10608,0.964868,
513224,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d1000_te1.0_t1e2_w256_d1000_s0,4901,4900.0,169.2979,1.0353485,
513225,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d100_te1.0_t1e2_wd10_d100_s0,4501,4500.0,67.84895,0.0015070724,
513226,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d300_te1.0_t1e2_wd10_d300_s0,3501,3500.0,86.96427,0.001130034,
513227,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d500_te1.0_t1e2_wd10_d500_s0,3501,3500.0,167.84439,0.0008686215,
513228,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d800_te1.0_t1e2_wd10_d800_s0,3001,3000.0,328.5467,0.8221266,
513229,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d1000_te1.0_t1e2_wd10_d1000_s0,4101,4100.0,604.65735,0.29236895,
513231,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d800_te1.0_t1e3_w256_d800_u1r10_s0,4801,4800.0,155.5664,0.0013087327,
513232,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d800_te1.0_t1e3_w256_d800_u1r1_s0,4801,4800.0,155.16411,0.0016253411,
513233,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d1000_te1.0_t1e3_w256_d1000_u1r10_s0,4901,4900.0,169.69647,0.0056213494,
513234,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d1000_te1.0_t1e3_w256_d1000_u1r1_s0,4901,4900.0,169.999,0.0011376595,
513235,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d1000_te1.0_t1e3_w256_d1000_u0.5r10_s0,4901,4900.0,169.99826,0.004000265,
513236,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d800_te1.0_t1e3_wd10_d800_u1r10_s0,3001,3000.0,329.27905,0.00012506152,
513237,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d800_te1.0_t1e3_wd10_d800_u1r1_s0,3001,3000.0,328.7881,0.0014796462,
513238,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d1000_te1.0_t1e3_wd10_d1000_u1r10_s0,4101,4100.0,603.44366,0.0020277028,
513239,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d1000_te1.0_t1e3_wd10_d1000_u1r1_s0,4101,4100.0,603.2895,0.0031438104,
513240,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d800_te1.0_t1e3_w256_d800_u1r10_s1,4801,4800.0,156.22374,0.008812064,
513241,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d1000_te1.0_t1e3_w256_d1000_u1r1_s1,4901,4900.0,169.66745,0.0016424203,
513242,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d800_te1.0_t1e3_wd10_d800_u1r10_s1,3001,3000.0,328.32742,0.003094058,
513243,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d1000_te1.0_t1e3_wd10_d1000_u1r10_s1,4101,4100.0,603.59235,0.0014685143,
513244,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d800_te1.0_t1e3_w256_d800_u1r10_s2,4801,4800.0,154.88467,0.001260442,
513245,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d1000_te1.0_t1e3_w256_d1000_u1r1_s2,4901,4900.0,169.29332,0.0010534751,
513246,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d800_te1.0_t1e3_wd10_d800_u1r10_s2,3001,3000.0,328.45526,0.004196277,
513247,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d1000_te1.0_t1e3_wd10_d1000_u1r10_s2,4101,4100.0,604.13043,0.00053636666,
513248,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d800_te1.0_t1e3_w256_d800_u1r10_s3,4801,4800.0,155.63327,0.00025997616,
513249,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d1000_te1.0_t1e3_w256_d1000_u1r1_s3,4901,4900.0,170.30699,0.00014776149,
513250,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d800_te1.0_t1e3_wd10_d800_u1r10_s3,3001,3000.0,329.2265,0.0032428242,
513251,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d1000_te1.0_t1e3_wd10_d1000_u1r10_s3,4101,4100.0,602.9785,0.00036670986,
513252,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d800_te1.0_t1e3_w256_d800_u1r10_s4,4801,4800.0,154.74017,0.0001340001,
513253,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d1000_te1.0_t1e3_w256_d1000_u1r1_s4,4901,4900.0,170.28403,0.000633708,
513254,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d800_te1.0_t1e3_wd10_d800_u1r10_s4,3001,3000.0,328.99857,0.0014914245,
513255,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d1000_te1.0_t1e3_wd10_d1000_u1r10_s4,4101,4100.0,603.67017,0.0029580684,
513256,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d100_te1.0_t1e2_w256_d100_s1,3201,3200.0,72.97541,0.001282835,
513257,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d100_te1.0_t1e2_w256_d100_s2,3201,3200.0,72.21806,0.0020893067,
513258,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d100_te1.0_t1e2_w256_d100_s3,3201,3200.0,71.89239,0.0020740617,
513259,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d100_te1.0_t1e2_w256_d100_s4,3201,3200.0,72.42243,0.0018514727,
513260,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d300_te1.0_t1e2_w256_d300_s1,3301,3300.0,89.312294,0.0004890252,
513261,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d300_te1.0_t1e2_w256_d300_s2,3301,3300.0,89.02564,0.0019910801,
513262,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d300_te1.0_t1e2_w256_d300_s3,3301,3300.0,89.07103,0.0005547605,
513263,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d300_te1.0_t1e2_w256_d300_s4,3301,3300.0,89.36103,0.00017323167,
513264,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d500_te1.0_t1e2_w256_d500_s1,4601,4600.0,128.82906,0.0008229212,
513265,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d500_te1.0_t1e2_w256_d500_s2,4601,4600.0,129.04492,0.001540449,
513266,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d500_te1.0_t1e2_w256_d500_s3,4601,4600.0,130.17351,0.00079032936,
513267,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d500_te1.0_t1e2_w256_d500_s4,4601,4600.0,128.72585,0.00032903516,
513272,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d300_te1.0_t1e2_wd10_d300_s1,3501,3500.0,87.08167,4.2279826e-05,
513273,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d300_te1.0_t1e2_wd10_d300_s2,3501,3500.0,86.99358,0.000413042,
513274,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d300_te1.0_t1e2_wd10_d300_s3,3501,3500.0,87.947464,0.00035815392,
513275,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d300_te1.0_t1e2_wd10_d300_s4,3501,3500.0,86.91072,0.00061536196,
513276,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d500_te1.0_t1e2_wd10_d500_s1,3501,3500.0,168.4109,0.0007980502,
513277,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d500_te1.0_t1e2_wd10_d500_s2,3501,3500.0,167.53697,0.16090569,
513278,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d500_te1.0_t1e2_wd10_d500_s3,3501,3500.0,169.90735,0.0014675417,
513279,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d500_te1.0_t1e2_wd10_d500_s4,3501,3500.0,167.60382,0.0006906186,
513296,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d500_te1.0_t1e5_wd10_d500_u1r10_s0,3501,3500.0,167.81935,0.0041336026,
513297,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d500_te1.0_t1e5_wd10_d500_u1r1_s0,3501,3500.0,167.65291,0.0046708896,
513298,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d500_te1.0_t1e5_wd10_d500_u1r10_s1,3501,3500.0,167.48494,0.0018977618,
513299,SOCMartNet_HJBLQ_b1.0_delta0.2_delc0.3_1p_d500_te1.0_t1e5_wd10_d500_u1r1_s1,3501,3500.0,167.6084,0.0011329494,
