d,RE_final,RE_sd,J_final,Jstar,gap
100,0.00144914167,0.0003896819311598366,61.18590479999999,61.12074,0.001066165102058498
500,0.0032276167199999997,0.00045525360026643343,77.4312312,77.21018000000001,0.0028629799852816153
